,company_ID,company_name,company_pic,company_address,company_phone,company_email,company_field,transaction_date,level_training_process,purchasing_time_patterns,number_of_participants,group,total_payment,satisfaction,communication_channel,complaints,communication_quality,possibility_of_purchasing_the_same_training,frequency_engagement,brand_sustainability,rating_training,tren_mode_factor,interest_in_discount_program,prefered_category,training_ID,training_type,training_name,trainer_name,training_total_meetings,training_price,discount_training,cross_selling,upselling
1993,P1994,CV Nurdiyanti Budiman,R.M. Daliman Prasetya,"Jalan Dipenogoro No. 6
Pagaralam, AC 22628",(0758) 948 7584,kardi07@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2025-06-16,4,peristiwa khusus,15,Group,52500000.0,4,social media,positif,bagus,80,27,85,5,Ya,5,Other Series,B1994,Other Series,Health And Safety Environment,Iqbal,17,7000000,50,Information Security Awareness,Health And Safety Environment
1994,P1995,Perum Nuraini Wastuti (Persero) Tbk,Tgk. Xanana Rajata,"Jl. Suryakencana No. 3
Palopo, NB 10561",(0163) 012-8544,prayogavanesa@example.com,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2025-06-17,5,diskon,13,Group,71500000.0,4,social media,positif,bagus,80,21,85,5,Ya,5,HR Series,B1995,HR Series,Build A Great and Strong Corporate Culture,Reza,17,11000000,50,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
1995,P1996,Perum Siregar,Zelaya Hartati,"Gang Antapani Lama No. 952
Banda Aceh, PA 71152",+62-0951-477-0299,hakimsamsul@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2025-06-18,4,peristiwa khusus,16,Group,56000000.0,4,social media,positif,bagus,80,21,90,5,Ya,5,Finance Series,B1996,Finance Series,International Banking Facility,Ibun,17,7000000,50,Cash Flow & Credit Management,International Banking Facility
1996,P1997,CV Pradana Hastuti,Drs. Unggul Saputra,"Gang Indragiri No. 729
Gorontalo, JT 35899",+62-0092-878-3382,gardasuartini@example.net,Pertambangan dan Penggalian,2025-06-19,2,hari spesifik,4,Retail,34200000.0,3,phone,netral,sedang,50,11,40,2,Tidak,2,Office & Administration Series,B1997,Office & Administration Series,Manajemen Filling & Tata Kelola Kantor,Iqbal,9,9000000,5,Interactive Dashboard with Microsoft Excel,Manajemen Filling & Tata Kelola Kantor
1997,P1998,CV Hidayat Mahendra (Persero) Tbk,Emil Sirait,"Gang Pasteur No. 15
Cilegon, Bengkulu 19735",(014) 992-7640,darmanto36@example.org,Pendidikan,2025-06-20,2,bulan,2,Retail,5880000.0,2,email,negatif,buruk,30,8,30,1,Tidak,1,Training Series,B1998,Training Series,Train The Trainer For Outbond (Indoor-outdoor) Activity,Haris,6,3000000,2,Comprehensive Train The Trainers,Train The Trainer For Outbond (Indoor-outdoor) Activity
1998,P1999,PD Susanti Aryani (Persero) Tbk,Vivi Hardiansyah,"Gang Sukajadi No. 048
Sawahlunto, LA 24184",+62 (0107) 954-4993,nashiruddinnabila@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",2025-06-21,5,diskon,18,Group,108000000.0,5,social media,positif,bagus,90,21,85,5,Ya,5,Training Series,B1999,Training Series,Comprehensive Train The Trainers,Haris,17,10000000,40,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
1999,P2000,PD Habibi,Yulia Suryono,"Jalan Ciumbuleuit No. 1
Cimahi, KR 10926",+62 (071) 380 0582,rrajata@example.org,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2025-06-22,5,peristiwa khusus,16,Group,36000000.0,4,social media,positif,bagus,80,21,90,4,Ya,5,Other Series,B2000,Other Series,Health And Safety Environment,Ibun,15,5000000,55,Information Security Awareness,Health And Safety Environment
2000,P2001,CV Prabowo Zulkarnain (Persero) Tbk,Paulin Samosir,"Jl. Indragiri No. 03
Tidore Kepulauan, Bengkulu 61506",(090) 820-1293,anggriawanjais@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2025-06-23,5,diskon,19,Group,76000000.0,4,social media,positif,bagus,80,29,90,5,Ya,5,Training Series,B2001,Training Series,Comprehensive Train The Trainers,Haris,15,8000000,50,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
2001,P2002,UD Rajata Budiman Tbk,"Galiono Januar, S.Gz","Jalan Rajawali Barat No. 4
Padang Sidempuan, Jawa Tengah 06471",(0662) 769-2100,jnurdiyanti@example.net,Industri Pengolahan,2025-06-24,2,bulan,1,Retail,10000000.0,2,phone,negatif,buruk,30,5,35,2,Tidak,2,HR Series,B2002,HR Series,People (HR) Analytics: For HR & Non HR Professional,Reza,8,10000000,0,Planning and organizing for stellar performance,People (HR) Analytics: For HR & Non HR Professional
2002,P2003,PT Hartati,Dt. Raden Wahyudin,"Jalan Siliwangi No. 548
Batu, JA 30776",+62 (050) 694-3241,adikaralatupono@example.org,Informasi Dan Komunikasi,2025-06-25,2,hari spesifik,3,Retail,31350000.0,3,phone,netral,sedang,45,13,40,3,Tidak,2,Finance Series,B2003,Finance Series,Cash Flow & Credit Management,Ibun,11,11000000,5,Finance for Non Finance Executive,Cash Flow & Credit Management
2003,P2004,UD Hartati Hasanah (Persero) Tbk,Jamil Sihotang,"Jl. Lembong No. 58
Langsa, MA 54500",+62 (87) 945-7305,uwaiscahyono@example.net,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2025-06-26,4,diskon,17,Group,112200000.0,5,social media,positif,bagus,80,25,90,5,Ya,5,HR Series,B2004,HR Series,Build A Great and Strong Corporate Culture,Reza,17,11000000,40,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
2004,P2005,PT Dongoran Purwanti,"Dalima Yuliarti, S.Pd","Jl. Pelajar Pejuang No. 6
Pekanbaru, YO 58443",(0424) 931-5979,mursinin69@example.com,Pertambangan dan Penggalian,2025-06-27,5,diskon,20,Group,72000000.0,4,social media,positif,bagus,80,26,85,5,Ya,5,Office & Administration Series,B2005,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,17,6000000,40,Manajemen Filling & Tata Kelola Kantor,Interactive Dashboard with Microsoft Excel
2005,P2006,CV Prastuti (Persero) Tbk,Puji Halim,"Gang Wonoayu No. 2
Bitung, JK 03395",+62-81-645-0841,cengkir92@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2025-06-28,4,musiman,11,Group,35200000.0,4,social media,positif,bagus,65,17,65,4,Ya,4,Other Series,B2006,Other Series,Information Security Awareness,Ibun,13,4000000,20,Health And Safety Environment,Information Security Awareness
2006,P2007,Perum Uwais (Persero) Tbk,Lantar Firmansyah,"Jl. Siliwangi No. 13
Madiun, Kepulauan Bangka Belitung 75293",(0322) 956 7897,lala32@example.com,Aktivitas Keuangan dan Asuransi,2025-06-29,5,diskon,19,Group,45600000.0,4,social media,positif,bagus,80,25,85,5,Ya,5,Credit & Collection Series,B2007,Credit & Collection Series,Managing Corporate Collection,Ibun,17,4000000,40,Professional Debt Collection Skills,Managing Corporate Collection
2007,P2008,Perum Pradana,Yoga Haryanto,"Gang Sukajadi No. 598
Bukittinggi, Sulawesi Barat 59730",(061) 661 4239,oktavianiyusuf@example.org,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2025-06-30,5,diskon,14,Group,70000000.0,5,social media,positif,bagus,90,29,85,5,Ya,5,Training Series,B2008,Training Series,Comprehensive Train The Trainers,Haris,17,10000000,50,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
2008,P2009,PT Kusmawati,Tgk. Unjani Oktaviani,"Jalan Surapati No. 960
Mojokerto, SG 74144",0860209638,munilailasari@example.org,Pendidikan,2025-07-01,2,hari spesifik,5,Retail,52250000.0,3,phone,netral,sedang,50,14,55,3,Tidak,3,Finance Series,B2009,Finance Series,Cash Flow & Credit Management,Alam,11,11000000,5,Finance for Non Finance Executive,Cash Flow & Credit Management
2009,P2010,UD Usada Laksmiwati,Wirda Nashiruddin,"Jalan Raya Ujungberung No. 6
Dumai, Kalimantan Tengah 80774",+62 (088) 660 7447,mardhiyahsaka@example.net,Informasi Dan Komunikasi,2025-07-02,3,diskon,10,Group,37500000.0,4,email,positif,sedang,70,18,60,4,Ya,4,Training Series,B2010,Training Series,Train The Trainer For Outbond (Indoor-outdoor) Activity,Haris,13,5000000,25,Drill for Trainers: Mastering 10 Core Trainer's Tools,Train The Trainer For Outbond (Indoor-outdoor) Activity
2010,P2011,Perum Hardiansyah Usamah,Olga Saefullah,"Jalan Jamika No. 2
Padang Sidempuan, Jambi 26212",+62 (090) 582-2353,handayaniindra@example.com,"Pertanian, Kehutanan dan Perikanan",2025-07-03,1,bulan,2,Retail,8000000.0,2,social media,negatif,sedang,30,7,35,1,Tidak,1,Other Series,B2011,Other Series,Information Security Awareness,Ibun,8,4000000,0,Customer Service Excellence For Basic and Frontliner,Information Security Awareness
2011,P2012,PT Farida Setiawan Tbk,Irma Kuswandari,"Gg. Surapati No. 7
Palembang, BA 24073",+62 (0502) 189-2601,ekosihotang@example.net,Aktivitas Keuangan dan Asuransi,2025-07-04,3,diskon,9,Group,46800000.0,4,social media,positif,bagus,75,19,60,4,Ya,4,Credit & Collection Series,B2012,Credit & Collection Series,Professional Debt Collection Skills,Ibun,13,8000000,35,Managing Corporate Collection,Professional Debt Collection Skills
2012,P2013,PD Anggriawan Purnawati,"Martani Waskita, S.Psi","Gang Erlangga No. 465
Kota Administrasi Jakarta Barat, Papua 40952",+62 (79) 158 4362,karen73@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",2025-07-05,5,diskon,14,Group,75600000.0,4,social media,positif,bagus,80,24,85,5,Ya,5,Training Series,B2013,Training Series,Comprehensive Train The Trainers,Haris,16,9000000,40,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
2013,P2014,PT Widiastuti,Jarwi Rajata,"Gg. Jamika No. 2
Palopo, MU 92252",+62 (079) 542 5419,pariskusumo@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2025-07-06,4,diskon,7,Group,61600000.0,4,email,positif,buruk,60,19,70,4,Ya,4,HR Series,B2014,HR Series,Build A Great and Strong Corporate Culture,Reza,14,11000000,20,Planning and organizing for stellar performance,Build A Great and Strong Corporate Culture
2014,P2015,UD Saragih,Rahman Agustina,"Jalan Pelajar Pejuang No. 1
Denpasar, Jawa Barat 92534",+62 (023) 089 3721,ratihsalahudin@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",2025-07-07,3,musiman,11,Group,88000000.0,3,phone,positif,bagus,75,16,60,4,Ya,4,Training Series,B2015,Training Series,Comprehensive Train The Trainers,Haris,14,10000000,20,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
2015,P2016,Perum Tarihoran Tbk,Ana Jailani,"Jl. Tubagus Ismail No. 7
Sibolga, BA 10316",+62-11-811-8856,dsaptono@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2025-07-08,3,hari spesifik,5,Retail,19000000.0,2,phone,netral,sedang,50,14,55,3,Tidak,3,Other Series,B2016,Other Series,Health And Safety Environment,Ibun,8,4000000,5,Information Security Awareness,Health And Safety Environment
2016,P2017,CV Jailani,"drg. Reksa Sitompul, S.Gz","Jl. Tubagus Ismail No. 4
Malang, Jawa Timur 02459",+62-025-680-5267,darmantokurniawan@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2025-07-09,5,diskon,20,Group,84000000.0,5,social media,positif,bagus,80,21,85,5,Ya,5,Other Series,B2017,Other Series,Health And Safety Environment,Ibun,17,7000000,40,Information Security Awareness,Health And Safety Environment
2017,P2018,UD Melani,Kiandra Sitorus,"Jl. Cihampelas No. 4
Banjarmasin, Lampung 71703",+62 (40) 756 4581,maryatipuspa@example.org,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2025-07-10,4,diskon,7,Group,50050000.0,4,social media,positif,bagus,75,17,65,4,Ya,4,HR Series,B2018,HR Series,Build A Great and Strong Corporate Culture,Reza,14,11000000,35,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
2018,P2019,UD Andriani Sihombing,Drs. Jamalia Yuliarti,"Gg. Surapati No. 99
Purwokerto, JB 82125",+62 (075) 832-6234,safitriibrani@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2025-07-11,4,peristiwa khusus,12,Group,28800000.0,5,social media,positif,bagus,80,22,80,4,Ya,5,Other Series,B2019,Other Series,Health And Safety Environment,Ibun,14,4000000,40,Information Security Awareness,Health And Safety Environment
2019,P2020,UD Novitasari,Kamaria Hutapea,"Gg. Ronggowarsito No. 3
Palembang, Gorontalo 18616",+62 (649) 673-2371,permadielma@example.org,Aktivitas Jasa Lainnya,2025-07-12,2,bulan,2,Retail,20000000.0,1,email,negatif,buruk,30,5,30,1,Tidak,2,HR Series,B2020,HR Series,People (HR) Analytics: For HR & Non HR Professional,Reza,8,10000000,0,Planning and organizing for stellar performance,People (HR) Analytics: For HR & Non HR Professional
2020,P2021,Perum Hassanah,Qori Mahendra,"Jl. Cikutra Timur No. 314
Ternate, Kalimantan Barat 10576",+62 (002) 852-8417,tambaumi@example.net,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2025-07-13,5,diskon,20,Group,70000000.0,5,social media,positif,bagus,80,26,85,5,Ya,5,Finance Series,B2021,Finance Series,International Banking Facility,Ibun,17,7000000,50,Cash Flow & Credit Management,International Banking Facility
2021,P2022,UD Gunarto Uyainah Tbk,"Ayu Tarihoran, M.Kom.","Jalan Gegerkalong Hilir No. 332
Padang, Jawa Barat 79723",+62 (0411) 800 8160,zulfasusanti@example.com,Industri Pengolahan,2025-07-14,3,hari spesifik,3,Retail,29700000.0,3,phone,netral,sedang,40,14,40,3,Tidak,3,HR Series,B2022,HR Series,Build A Great and Strong Corporate Culture,Reza,11,11000000,10,Planning and organizing for stellar performance,Build A Great and Strong Corporate Culture
2022,P2023,Perum Sitompul,"Gina Saptono, S.E.I","Jalan Asia Afrika No. 3
Sukabumi, YO 77994",083 702 1952,putrisamosir@example.com,Aktivitas Keuangan dan Asuransi,2025-07-15,3,bulan,3,Retail,11400000.0,2,phone,netral,bagus,45,14,45,2,Tidak,3,Credit & Collection Series,B2023,Credit & Collection Series,Managing Corporate Collection,Ibun,11,4000000,5,Mengelola NPL dengan Early Warning Sysstem (EWS),Managing Corporate Collection
2023,P2024,PD Pangestu (Persero) Tbk,"Aditya Hasanah, S.Pd","Gg. Suryakencana No. 61
Metro, Sulawesi Tengah 69491",+62-13-819-7261,gandapudjiastuti@example.org,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2025-07-16,2,bulan,1,Retail,4000000.0,1,email,negatif,buruk,25,8,25,2,Tidak,2,Other Series,B2024,Other Series,Information Security Awareness,Ibun,8,4000000,0,Customer Service Excellence For Basic and Frontliner,Information Security Awareness
2024,P2025,PT Handayani,Sabar Mahendra,"Gang HOS. Cokroaminoto No. 723
Tomohon, KI 77636",0866708452,nurdiyantisilvia@example.net,"Pertanian, Kehutanan dan Perikanan",2025-07-17,2,bulan,2,Retail,8000000.0,1,email,negatif,buruk,25,9,25,2,Tidak,2,Other Series,B2025,Other Series,Information Security Awareness,Ibun,8,4000000,0,Health And Safety Environment,Information Security Awareness
2025,P2026,PD Agustina Tbk,"KH. Cecep Wahyuni, S.Psi","Jl. Pasir Koja No. 708
Manado, JT 50024",+62-008-717-8167,latuponoaris@example.net,Real Estat,2025-07-18,1,bulan,2,Retail,16000000.0,1,social media,negatif,buruk,35,9,25,2,Tidak,2,Credit & Collection Series,B2026,Credit & Collection Series,Professional Debt Collection Skills,Ibun,8,8000000,0,Mengelola NPL dengan Early Warning Sysstem (EWS),Professional Debt Collection Skills
2026,P2027,Perum Putra Tbk,Tgk. Yance Maryadi,"Jalan Erlangga No. 0
Mojokerto, NT 65119",+62-46-586-2566,ksetiawan@example.org,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2025-07-19,3,peristiwa khusus,10,Group,56000000.0,4,social media,positif,bagus,70,19,70,3,Ya,4,Other Series,B2027,Other Series,Health And Safety Environment,Iqbal,14,7000000,20,Information Security Awareness,Health And Safety Environment
2027,P2028,UD Ardianto,Kani Oktaviani,"Gg. Kendalsari No. 8
Malang, Nusa Tenggara Barat 35018",+62 (088) 488-6627,rpratama@example.org,Real Estat,2025-07-20,3,musiman,10,Group,67500000.0,4,email,positif,bagus,65,16,75,4,Ya,3,Credit & Collection Series,B2028,Credit & Collection Series,Professional Debt Collection Skills,Iqbal,14,9000000,25,Managing Corporate Collection,Professional Debt Collection Skills
2028,P2029,CV Dongoran Susanti Tbk,"Rizki Nasyiah, S.Kom","Gg. Rungkut Industri No. 29
Depok, Riau 31698",+62-0245-276-4103,limanaryani@example.org,Industri Pengolahan,2025-07-21,5,diskon,15,Group,99000000.0,5,social media,positif,bagus,90,23,85,5,Ya,5,HR Series,B2029,HR Series,Build A Great and Strong Corporate Culture,Reza,17,11000000,40,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
2029,P2030,PD Mansur Kurniawan Tbk,drg. Luluh Pradana,"Gg. Rungkut Industri No. 347
Kotamobagu, JT 54143",083 496 4492,inamaga@example.net,Aktivitas Keuangan dan Asuransi,2025-07-22,4,musiman,11,Group,30800000.0,4,social media,positif,bagus,70,18,70,3,Ya,4,Credit & Collection Series,B2030,Credit & Collection Series,Managing Corporate Collection,Ibun,14,4000000,30,Professional Debt Collection Skills,Managing Corporate Collection
2030,P2031,UD Widiastuti Mangunsong (Persero) Tbk,"Baktiadi Handayani, M.M.","Jl. Tebet Barat Dalam No. 71
Singkawang, Aceh 78684",+62 (059) 948 2062,ayu55@example.com,Informasi Dan Komunikasi,2025-07-23,4,peristiwa khusus,15,Group,60000000.0,5,social media,positif,bagus,85,20,85,5,Ya,5,Training Series,B2031,Training Series,Comprehensive Train The Trainers,Haris,17,10000000,60,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
2031,P2032,PD Narpati,Hana Saefullah,"Gang Lembong No. 947
Denpasar, SN 83564",+62 (303) 929-9106,adinata14@example.net,"Pertanian, Kehutanan dan Perikanan",2025-07-24,4,diskon,8,Group,38400000.0,3,social media,positif,bagus,65,18,65,3,Ya,4,Other Series,B2032,Other Series,Health And Safety Environment,Ibun,13,6000000,20,Information Security Awareness,Health And Safety Environment
2032,P2033,CV Wahyuni,"Tgk. Titin Permadi, M.M.","Jalan Ronggowarsito No. 4
Sungai Penuh, BB 12870",(0458) 048 7637,sudiatibagus@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2025-07-25,4,peristiwa khusus,19,Group,41800000.0,5,social media,positif,bagus,85,22,90,5,Ya,5,Credit & Collection Series,B2033,Credit & Collection Series,Managing Corporate Collection,Ibun,17,4000000,45,Professional Debt Collection Skills,Managing Corporate Collection
2033,P2034,PD Prastuti Widodo,KH. Jamal Haryanto,"Jalan R.E Martadinata No. 1
Dumai, BE 70005",(0922) 029 1700,prabowohadi@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2025-07-26,3,hari spesifik,3,Retail,13500000.0,3,phone,netral,sedang,45,10,45,3,Tidak,3,Office & Administration Series,B2034,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,10,5000000,10,Manajemen Filling & Tata Kelola Kantor,Interactive Dashboard with Microsoft Excel
2034,P2035,PT Farida (Persero) Tbk,"Saadat Pranowo, S.IP","Jl. BKR No. 947
Tanjungpinang, BB 47606",+62 (490) 923 2578,oadriansyah@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2025-07-27,2,hari spesifik,1,Retail,3920000.0,1,email,negatif,buruk,25,9,25,1,Tidak,2,Office & Administration Series,B2035,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,7,4000000,2,Secretary Development Program,Interactive Dashboard with Microsoft Excel
2035,P2036,PT Hartati Kuswandari (Persero) Tbk,Tari Wasita,"Gg. Dipatiukur No. 500
Padang, Jawa Barat 15482",+62 (0909) 458 0898,opansuartini@example.com,Pertambangan dan Penggalian,2025-07-28,4,diskon,8,Group,64000000.0,4,social media,positif,bagus,70,18,60,4,Ya,4,Office & Administration Series,B2036,Office & Administration Series,Manajemen Filling & Tata Kelola Kantor,Aryo,13,10000000,20,Interactive Dashboard with Microsoft Excel,Manajemen Filling & Tata Kelola Kantor
2036,P2037,Perum Winarno Mangunsong,Tina Pertiwi,"Gg. Sentot Alibasa No. 4
Kota Administrasi Jakarta Selatan, NT 25687",+62-00-606-7624,firmansyahsamiah@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",2025-07-29,3,bulan,4,Retail,22800000.0,3,phone,netral,sedang,55,10,50,3,Tidak,2,Training Series,B2037,Training Series,Train The Trainer For Outbond (Indoor-outdoor) Activity,Haris,11,6000000,5,Drill for Trainers: Mastering 10 Core Trainer's Tools,Train The Trainer For Outbond (Indoor-outdoor) Activity
