,company_ID,company_name,company_pic,company_address,company_phone,company_email,company_field,transaction_date,level_training_process,purchasing_time_patterns,number_of_participants,group,total_payment,satisfaction,communication_channel,complaints,communication_quality,possibility_of_purchasing_the_same_training,frequency_engagement,brand_sustainability,rating_training,tren_mode_factor,interest_in_discount_program,training_ID,trainer_name,training_total_meetings,training_price,discount_training,training_type,training_name,cross_selling,upselling
1800,P1801,Perum Anggraini Iswahyudi (Persero) Tbk,Harjasa Novitasari,"Jl. Pelajar Pejuang No. 420
Parepare, Nusa Tenggara Barat 87098",+62 (41) 512-6262,jatmiko69@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",2024-12-05,4,peristiwa khusus,16,Group,53000000.0,4,social media,positif,bagus,59,8,3,4,Ya,3,B1801,Alam,17,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1801,P1802,PD Wijayanti (Persero) Tbk,Drs. Ibrahim Sihombing,"Gg. Rungkut Industri No. 7
Bontang, AC 22478",+62 (238) 833-2628,balamantri30@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2024-12-06,4,peristiwa khusus,12,Group,55660000.0,4,social media,positif,sedang,59,8,4,5,Ya,3,B1802,Iqbal,14,3000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1802,P1803,Perum Kuswandari,R. Bakti Utami,"Gang Jend. Sudirman No. 928
Pariaman, JA 76212",0873902363,cahyantowinarsih@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",2024-12-07,4,musiman,7,Group,63600000.0,4,phone,positif,bagus,55,8,4,4,Ya,4,B1803,Haris,14,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1803,P1804,PT Widiastuti Tbk,"Rachel Utama, S.Pd","Jl. Siliwangi No. 29
Lhokseumawe, MU 86038",+62 (0919) 522 0778,adika17@example.com,Konstruksi,2024-12-08,4,peristiwa khusus,16,Group,55660000.0,4,social media,positif,bagus,57,8,4,4,Ya,3,B1804,Reza,17,11000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1804,P1805,Perum Sihombing,Qori Utami,"Gg. Stasiun Wonokromo No. 703
Denpasar, BE 22106",(016) 849-4798,karnadamanik@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2024-12-09,4,diskon,17,Group,55660000.0,4,social media,netral,sedang,55,9,3,4,Ya,4,B1805,Reza,17,11000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1805,P1806,Perum Safitri,Darijan Yulianti,"Jalan Stasiun Wonokromo No. 08
Ternate, PA 84025",(0887) 686 7456,widiastutiasmuni@example.com,Industri Pengolahan,2024-12-10,4,peristiwa khusus,11,Group,63600000.0,5,social media,positif,sedang,55,8,4,4,Ya,3,B1806,Reza,14,11000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1806,P1807,PT Rajata (Persero) Tbk,Paris Prayoga,"Gang Gegerkalong Hilir No. 8
Bandar Lampung, Kalimantan Tengah 47900",+62 (31) 108 2533,jwibisono@example.com,Aktivitas Jasa Lainnya,2024-12-11,5,diskon,1,Group,58300000.0,4,social media,netral,sedang,57,9,4,2,Ya,4,B1807,Reza,8,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1807,P1808,PT Setiawan Rajata Tbk,"Drs. Among Hidayanto, S.Ked","Jl. Soekarno Hatta No. 268
Kupang, Kepulauan Bangka Belitung 81427",+62-338-356-1724,hasanahraharja@example.org,Real Estat,2024-12-12,5,diskon,8,Group,53000000.0,5,phone,netral,bagus,58,9,3,3,Ya,3,B1808,Ibun,11,6000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1808,P1809,Perum Rajata Simanjuntak Tbk,"dr. Elvina Siregar, S.Farm","Jl. Ahmad Yani No. 38
Banda Aceh, SS 70591",+62 (006) 435-2319,ldamanik@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2024-12-13,4,diskon,14,Group,61600000.0,5,social media,positif,bagus,57,8,3,4,Ya,3,B1809,Iqbal,17,6000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1809,P1810,PT Riyanti Tbk,"Lanjar Pratiwi, M.Ak","Gang Joyoboyo No. 91
Tomohon, BT 63263",+62 (013) 980-9876,darsirah32@example.org,Aktivitas Jasa Lainnya,2024-12-14,4,musiman,5,Group,53000000.0,4,social media,netral,bagus,57,8,3,2,Ya,3,B1810,Reza,11,11000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1810,P1811,PT Waskita Utami (Persero) Tbk,Reksa Hassanah,"Gang PHH. Mustofa No. 655
Padang, DI Yogyakarta 68988",+62 (0193) 620 7812,tomiastuti@example.com,Pengangkutan dan Pergudangan,2024-12-15,4,diskon,18,Group,63600000.0,5,social media,positif,bagus,59,9,3,5,Ya,3,B1811,Haris,17,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1811,P1812,PT Uwais,Hasta Sitorus,"Gang Gedebage Selatan No. 664
Magelang, Nusa Tenggara Barat 84854",(0918) 885 4623,eluhwibowo@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2024-12-16,4,diskon,7,Group,53000000.0,5,phone,positif,bagus,55,8,3,4,Ya,3,B1812,Iqbal,14,6000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1812,P1813,UD Pratama Irawan (Persero) Tbk,Salimah Najmudin,"Jalan BKR No. 71
Serang, JI 21466",+62 (053) 265 4760,jarwipalastri@example.com,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2024-12-17,4,diskon,12,Group,63600000.0,5,phone,positif,bagus,56,9,4,4,Ya,4,B1813,Reza,14,8000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1813,P1814,Perum Pangestu,Maryanto Wahyudin,"Gang Jend. Sudirman No. 57
Palangkaraya, BA 38106",(070) 825-1892,raihan09@example.org,"Kesenian, Hiburan Dan Rekreasi",2024-12-18,4,peristiwa khusus,20,Group,53000000.0,5,social media,positif,bagus,55,8,3,4,Ya,4,B1814,Haris,17,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1814,P1815,Perum Palastri,Jarwadi Kuswandari,"Jalan Sadang Serang No. 8
Banda Aceh, Bengkulu 00534",(096) 957-1747,suwarnoemas@example.org,Industri Pengolahan,2024-12-19,4,musiman,1,Group,53000000.0,4,phone,positif,sedang,58,8,3,2,Ya,4,B1815,Reza,8,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1815,P1816,PT Yuliarti Hutagalung,Padmi Saragih,"Gang Gegerkalong Hilir No. 9
Bogor, Bengkulu 90717",+62 (046) 592 1765,ranggawidiastuti@example.net,"Kesenian, Hiburan Dan Rekreasi",2024-12-20,4,peristiwa khusus,19,Group,67200000.0,4,social media,positif,sedang,58,9,4,4,Ya,3,B1816,Haris,17,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1816,P1817,PT Mayasari,Hasna Maryati,"Gg. Erlangga No. 9
Kota Administrasi Jakarta Selatan, Sulawesi Tengah 52081",(0456) 265-3887,xramadan@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2024-12-21,4,musiman,14,Group,58300000.0,5,phone,netral,sedang,59,9,4,4,Ya,3,B1817,Ibun,17,11000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1817,P1818,UD Hastuti Tarihoran (Persero) Tbk,"Raden Hartati, S.Gz","Jl. H.J Maemunah No. 92
Pematangsiantar, Sulawesi Tengah 43634",+62 (023) 573-5310,fujiatichandra@example.com,Industri Pengolahan,2024-12-22,4,diskon,20,Group,53000000.0,4,social media,positif,bagus,56,9,4,5,Ya,3,B1818,Rian,17,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1818,P1819,PD Hasanah Sihombing,Hasna Pertiwi,"Gg. Ir. H. Djuanda No. 7
Tangerang, SG 91197",+62 (0883) 725-5499,tinaastuti@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2024-12-23,4,musiman,13,Group,63600000.0,4,social media,positif,sedang,59,8,3,5,Ya,4,B1819,Rian,14,4000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1819,P1820,PD Nasyiah,Ajeng Hastuti,"Jl. Sadang Serang No. 340
Sungai Penuh, PA 62104",(0350) 230 1733,darmajiprakasa@example.com,Informasi Dan Komunikasi,2024-12-24,4,diskon,2,Group,61600000.0,5,social media,positif,sedang,59,9,3,2,Tidak,3,B1820,Haris,6,3000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1820,P1821,Perum Puspasari (Persero) Tbk,"Drs. Nurul Hidayanto, S.E.I","Gang Ciumbuleuit No. 684
Lhokseumawe, BE 40562",+62 (785) 637-1322,pkurniawan@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",2024-12-25,5,diskon,12,Group,58300000.0,4,phone,netral,bagus,55,8,3,4,Ya,3,B1821,Haris,17,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1821,P1822,Perum Puspita Tbk,R. Puput Utami,"Gg. Jend. A. Yani No. 322
Bau-Bau, Sumatera Utara 51666",(0575) 937-3337,utamaumaya@example.net,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2024-12-26,4,diskon,1,Group,53000000.0,4,phone,positif,bagus,58,8,3,1,Ya,4,B1822,Haris,8,5000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1822,P1823,Perum Novitasari Winarsih Tbk,Hasna Suartini,"Gg. Pasteur No. 36
Palangkaraya, Kepulauan Bangka Belitung 17806",(0425) 585-3932,rahmatpermata@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2024-12-27,4,peristiwa khusus,1,Group,55660000.0,4,phone,positif,sedang,55,8,3,2,Ya,3,B1823,Iqbal,6,8000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1823,P1824,PT Saputra (Persero) Tbk,Anom Mandala,"Jalan Rajiman No. 432
Banda Aceh, Sumatera Selatan 52235",(063) 958-9539,agustinavirman@example.com,Aktivitas Jasa Lainnya,2024-12-28,4,diskon,11,Group,50600000.0,4,social media,positif,bagus,55,9,3,4,Ya,3,B1824,Lukas,14,11000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1824,P1825,PD Prastuti (Persero) Tbk,Daliono Pradana,"Gg. Waringin No. 611
Cirebon, SU 42789",+62-0601-068-1470,rahimahwardi@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2024-12-29,4,diskon,10,Group,55660000.0,4,phone,positif,bagus,55,9,3,4,Ya,3,B1825,Reza,14,11000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1825,P1826,PT Hasanah,Endah Budiman,"Gg. Ahmad Dahlan No. 859
Depok, KU 35460",+62 (098) 001-7963,marpaunghalim@example.com,Aktivitas Jasa Lainnya,2024-12-30,4,peristiwa khusus,4,Group,55660000.0,4,social media,positif,bagus,58,8,4,3,Ya,4,B1826,Reza,11,11000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1826,P1827,Perum Mansur Permata,Luhung Situmorang,"Gg. Astana Anyar No. 39
Cimahi, Kalimantan Tengah 20351",+62 (0701) 479 3946,jamalia93@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2024-12-31,5,musiman,13,Group,61600000.0,5,social media,positif,sedang,56,9,4,5,Ya,4,B1827,Ibun,17,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1827,P1828,CV Oktaviani Tbk,drg. Kasiyah Mandasari,"Jl. Indragiri No. 31
Magelang, KB 48079",+62-0708-646-0382,dadisiregar@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2025-01-01,4,diskon,13,Group,64320000.0,5,social media,positif,bagus,58,8,4,5,Ya,4,B1828,Ibun,14,2000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1828,P1829,PT Utami Zulaika (Persero) Tbk,Mahdi Damanik,"Gang Siliwangi No. 62
Sabang, PA 57101",(043) 460 4742,qastuti@example.org,Konstruksi,2025-01-02,5,diskon,20,Group,53000000.0,4,social media,positif,bagus,59,8,3,5,Ya,4,B1829,Reza,17,11000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1829,P1830,Perum Kusmawati,Cornelia Oktaviani,"Jalan Pacuan Kuda No. 02
Tarakan, RI 95308",087 744 8696,wartarajasa@example.com,Pengangkutan dan Pergudangan,2025-01-03,4,peristiwa khusus,20,Group,58300000.0,4,social media,positif,bagus,57,8,4,5,Ya,4,B1830,Rian,17,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1830,P1831,UD Setiawan Dabukke,"Dr. Irnanto Rajasa, S.E.","Gang Medokan Ayu No. 40
Tangerang, BB 19990",089 580 8977,permatabajragin@example.org,Informasi Dan Komunikasi,2025-01-04,4,diskon,8,Group,58300000.0,4,phone,positif,sedang,56,9,3,4,Ya,3,B1831,Haris,14,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1831,P1832,PD Nasyidah Pradana,Devi Usamah,"Gg. Setiabudhi No. 03
Tomohon, Maluku 21653",+62 (84) 889 9138,almiraandriani@example.net,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2025-01-05,4,diskon,11,Group,61600000.0,4,phone,netral,bagus,55,8,4,3,Ya,4,B1832,Ibun,14,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1832,P1833,CV Oktaviani Tbk,Cakrawala Lailasari,"Jl. Dipenogoro No. 04
Kendari, Lampung 12997",+62-064-060-0926,nugrohoraden@example.org,Pertambangan dan Penggalian,2025-01-06,4,diskon,7,Group,58300000.0,4,phone,netral,bagus,59,8,3,4,Tidak,3,B1833,Aryo,14,6000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1833,P1834,PT Hidayat Hutagalung,Iriana Palastri,"Gang Bangka Raya No. 2
Sabang, JT 55343",(024) 631 8444,padmi99@example.org,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2025-01-07,4,diskon,13,Group,50600000.0,5,phone,positif,bagus,56,9,4,5,Ya,3,B1834,Iqbal,15,4000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
